"年収","課税所得 (所得税)","課税所得 (住民税)","年金","健康保険","住民税","所得税","消費税","負担合計","手取り額","年収に占める所得・住民税の百分率"
878,512.4,517.4,71.37,51.21,52.09,60.98,64.235,299.885,642.35,12.878
879,513.4,518.4,71.37,51.21,52.19,61.18,64.305,300.255,643.05,12.898
880,514.4,519.4,71.37,51.21,52.29,61.39,64.374,300.634,643.74,12.918
881,515.4,520.4,71.37,51.21,52.39,61.59,64.444,301.004,644.44,12.938
882,516.4,521.4,71.37,51.21,52.49,61.8,64.513,301.383,645.13,12.958
883,517.4,522.4,71.37,51.21,52.59,62,64.583,301.753,645.83,12.977
884,518.4,523.4,71.37,51.21,52.69,62.2,64.653,302.123,646.53,12.997
885,519.4,524.4,71.37,51.21,52.79,62.41,64.722,302.502,647.22,13.017
886,520.4,525.4,71.37,51.21,52.89,62.61,64.792,302.872,647.92,13.036
887,521.4,526.4,71.37,51.21,52.99,62.82,64.861,303.251,648.61,13.056
888,522.4,527.4,71.37,51.21,53.09,63.02,64.931,303.621,649.31,13.075
889,523.4,528.4,71.37,51.21,53.19,63.23,65,304,650,13.096
890,524.4,529.4,71.37,51.21,53.29,63.43,65.07,304.37,650.7,13.115
891,525.4,530.4,71.37,51.21,53.39,63.63,65.14,304.74,651.4,13.134
892,526.4,531.4,71.37,51.21,53.49,63.84,65.209,305.119,652.09,13.154
893,527.4,532.4,71.37,51.21,53.59,64.04,65.279,305.489,652.79,13.172
894,528.4,533.4,71.37,51.21,53.69,64.25,65.348,305.868,653.48,13.192
895,529.4,534.4,71.37,51.21,53.79,64.45,65.418,306.238,654.18,13.211
896,530.4,535.4,71.37,51.21,53.89,64.65,65.488,306.608,654.88,13.23
897,531.4,536.4,71.37,51.21,53.99,64.86,65.557,306.987,655.57,13.25
898,532.4,537.4,71.37,51.21,54.09,65.06,65.627,307.357,656.27,13.268
899,533.4,538.4,71.37,51.21,54.19,65.27,65.696,307.736,656.96,13.288
900,534.4,539.4,71.37,51.21,54.29,65.47,65.766,308.106,657.66,13.307
901,535.4,540.4,71.37,51.21,54.39,65.68,65.835,308.485,658.35,13.326
902,536.4,541.4,71.37,51.21,54.49,65.88,65.905,308.855,659.05,13.345
903,537.4,542.4,71.37,51.21,54.59,66.08,65.975,309.225,659.75,13.363
904,538.4,543.4,71.37,51.21,54.69,66.29,66.044,309.604,660.44,13.383
905,539.4,544.4,71.37,51.21,54.79,66.49,66.114,309.974,661.14,13.401
906,540.4,545.4,71.37,51.21,54.89,66.7,66.183,310.353,661.83,13.421
907,541.4,546.4,71.37,51.21,54.99,66.9,66.253,310.723,662.53,13.439
908,542.4,547.4,71.37,51.21,55.09,67.11,66.322,311.102,663.22,13.458
909,543.4,548.4,71.37,51.21,55.19,67.31,66.392,311.472,663.92,13.476
910,544.4,549.4,71.37,51.21,55.29,67.51,66.462,311.842,664.62,13.495
911,545.4,550.4,71.37,51.21,55.39,67.72,66.531,312.221,665.31,13.514
912,546.4,551.4,71.37,51.21,55.49,67.92,66.601,312.591,666.01,13.532
913,547.4,552.4,71.37,51.21,55.59,68.13,66.67,312.97,666.7,13.551
914,548.4,553.4,71.37,51.21,55.69,68.33,66.74,313.34,667.4,13.569
915,549.4,554.4,71.37,51.21,55.79,68.53,66.81,313.71,668.1,13.587
916,550.4,555.4,71.37,51.21,55.89,68.74,66.879,314.089,668.79,13.606
917,551.4,556.4,71.37,51.21,55.99,68.94,66.949,314.459,669.49,13.624
918,552.4,557.4,71.37,51.21,56.09,69.15,67.018,314.838,670.18,13.643
919,553.4,558.4,71.37,51.21,56.19,69.35,67.088,315.208,670.88,13.661
920,554.4,559.4,71.37,51.21,56.29,69.56,67.157,315.587,671.57,13.679
921,555.4,560.4,71.37,51.21,56.39,69.76,67.227,315.957,672.27,13.697
922,556.4,561.4,71.37,51.21,56.49,69.96,67.297,316.327,672.97,13.715
923,557.4,562.4,71.37,51.21,56.59,70.17,67.366,316.706,673.66,13.733
924,555.6,560.6,71.37,53.941,56.41,69.8,67.248,318.769,672.479,13.659
925,556.6,561.6,71.37,53.941,56.51,70,67.318,319.139,673.179,13.677
926,557.6,562.6,71.37,53.941,56.61,70.21,67.387,319.518,673.869,13.695
927,558.6,563.6,71.37,53.941,56.71,70.41,67.457,319.888,674.569,13.713
928,559.6,564.6,71.37,53.941,56.81,70.62,67.526,320.267,675.259,13.732
929,560.6,565.6,71.37,53.941,56.91,70.82,67.596,320.637,675.959,13.749
930,561.6,566.6,71.37,53.941,57.01,71.03,67.665,321.016,676.649,13.768
931,562.6,567.6,71.37,53.941,57.11,71.23,67.735,321.386,677.349,13.785
932,563.6,568.6,71.37,53.941,57.21,71.43,67.805,321.756,678.049,13.803
933,564.6,569.6,71.37,53.941,57.31,71.64,67.874,322.135,678.739,13.821
934,565.6,570.6,71.37,53.941,57.41,71.84,67.944,322.505,679.439,13.838
935,566.6,571.6,71.37,53.941,57.51,72.05,68.013,322.884,680.129,13.857
936,567.6,572.6,71.37,53.941,57.61,72.25,68.083,323.254,680.829,13.874
937,568.6,573.6,71.37,53.941,57.71,72.46,68.152,323.633,681.519,13.892
938,569.6,574.6,71.37,53.941,57.81,72.66,68.222,324.003,682.219,13.909
939,570.6,575.6,71.37,53.941,57.91,72.86,68.292,324.373,682.919,13.927
940,571.6,576.6,71.37,53.941,58.01,73.07,68.361,324.752,683.609,13.945
941,572.6,577.6,71.37,53.941,58.11,73.27,68.431,325.122,684.309,13.962
942,573.6,578.6,71.37,53.941,58.21,73.48,68.5,325.501,684.999,13.98
943,574.6,579.6,71.37,53.941,58.31,73.68,68.57,325.871,685.699,13.997
944,575.6,580.6,71.37,53.941,58.41,73.88,68.64,326.241,686.399,14.014
945,576.6,581.6,71.37,53.941,58.51,74.09,68.709,326.62,687.089,14.032
946,577.6,582.6,71.37,53.941,58.61,74.29,68.779,326.99,687.789,14.049
947,578.6,583.6,71.37,53.941,58.71,74.5,68.848,327.369,688.479,14.067
948,579.6,584.6,71.37,53.941,58.81,74.7,68.918,327.739,689.179,14.083
949,580.6,585.6,71.37,53.941,58.91,74.91,68.987,328.118,689.869,14.101
950,581.6,586.6,71.37,53.941,59.01,75.11,69.057,328.488,690.569,14.118
951,582.6,587.6,71.37,53.941,59.11,75.31,69.127,328.858,691.269,14.135
952,583.6,588.6,71.37,53.941,59.21,75.52,69.196,329.237,691.959,14.152
953,584.6,589.6,71.37,53.941,59.31,75.72,69.266,329.607,692.659,14.169
954,585.6,590.6,71.37,53.941,59.41,75.93,69.335,329.986,693.349,14.187
955,586.6,591.6,71.37,53.941,59.51,76.13,69.405,330.356,694.049,14.203
956,587.6,592.6,71.37,53.941,59.61,76.34,69.474,330.735,694.739,14.221
957,588.6,593.6,71.37,53.941,59.71,76.54,69.544,331.105,695.439,14.237
958,589.6,594.6,71.37,53.941,59.81,76.74,69.614,331.475,696.139,14.254
959,590.6,595.6,71.37,53.941,59.91,76.95,69.683,331.854,696.829,14.271
960,591.6,596.6,71.37,53.941,60.01,77.15,69.753,332.224,697.529,14.287
961,592.6,597.6,71.37,53.941,60.11,77.36,69.822,332.603,698.219,14.305
962,593.6,598.6,71.37,53.941,60.21,77.56,69.892,332.973,698.919,14.321
963,594.6,599.6,71.37,53.941,60.31,77.76,69.962,333.343,699.619,14.337
964,595.6,600.6,71.37,53.941,60.41,77.97,70.031,333.722,700.309,14.355
965,596.6,601.6,71.37,53.941,60.51,78.17,70.101,334.092,701.009,14.371
966,597.6,602.6,71.37,53.941,60.61,78.38,70.17,334.471,701.699,14.388
967,598.6,603.6,71.37,53.941,60.71,78.58,70.24,334.841,702.399,14.404
968,599.6,604.6,71.37,53.941,60.81,78.79,70.309,335.22,703.089,14.421
969,600.6,605.6,71.37,53.941,60.91,78.99,70.379,335.59,703.789,14.438
970,601.6,606.6,71.37,53.941,61.01,79.19,70.449,335.96,704.489,14.454
971,602.6,607.6,71.37,53.941,61.11,79.4,70.518,336.339,705.179,14.471
972,600.9,605.9,71.37,56.672,60.94,79.05,70.397,338.429,703.968,14.402
973,601.9,606.9,71.37,56.672,61.04,79.26,70.466,338.808,704.658,14.419
974,602.9,607.9,71.37,56.672,61.14,79.46,70.536,339.178,705.358,14.435
975,603.9,608.9,71.37,56.672,61.24,79.66,70.606,339.548,706.058,14.451
976,604.9,609.9,71.37,56.672,61.34,79.87,70.675,339.927,706.748,14.468
977,605.9,610.9,71.37,56.672,61.44,80.07,70.745,340.297,707.448,14.484
978,606.9,611.9,71.37,56.672,61.54,80.28,70.814,340.676,708.138,14.501
979,607.9,612.9,71.37,56.672,61.64,80.48,70.884,341.046,708.838,14.517
980,608.9,613.9,71.37,56.672,61.74,80.68,70.954,341.416,709.538,14.533
981,609.9,614.9,71.37,56.672,61.84,80.89,71.023,341.795,710.228,14.549
982,610.9,615.9,71.37,56.672,61.94,81.09,71.093,342.165,710.928,14.565
983,611.9,616.9,71.37,56.672,62.04,81.3,71.162,342.544,711.618,14.582
984,612.9,617.9,71.37,56.672,62.14,81.5,71.232,342.914,712.318,14.598
985,613.9,618.9,71.37,56.672,62.24,81.71,71.301,343.293,713.008,14.614
986,614.9,619.9,71.37,56.672,62.34,81.91,71.371,343.663,713.708,14.63
987,615.9,620.9,71.37,56.672,62.44,82.11,71.441,344.033,714.408,14.645
988,616.9,621.9,71.37,56.672,62.54,82.32,71.51,344.412,715.098,14.662
989,617.9,622.9,71.37,56.672,62.64,82.52,71.58,344.782,715.798,14.677
990,618.9,623.9,71.37,56.672,62.74,82.73,71.649,345.161,716.488,14.694
991,619.9,624.9,71.37,56.672,62.84,82.93,71.719,345.531,717.188,14.709
992,620.9,625.9,71.37,56.672,62.94,83.14,71.788,345.91,717.878,14.726
993,621.9,626.9,71.37,56.672,63.04,83.34,71.858,346.28,718.578,14.741
994,622.9,627.9,71.37,56.672,63.14,83.54,71.928,346.65,719.278,14.757
995,623.9,628.9,71.37,56.672,63.24,83.75,71.997,347.029,719.968,14.773
996,624.9,629.9,71.37,56.672,63.34,83.95,72.067,347.399,720.668,14.788
997,625.9,630.9,71.37,56.672,63.44,84.16,72.136,347.778,721.358,14.804
998,626.9,631.9,71.37,56.672,63.54,84.36,72.206,348.148,722.058,14.82
999,627.9,632.9,71.37,56.672,63.64,84.56,72.276,348.518,722.758,14.835
1000,628.9,633.9,71.37,56.672,63.74,84.77,72.345,348.897,723.448,14.851
