Pref,Class,Monthly,Lower,Upper,保険料_介護保険2号非該当_全額,保険料_介護保険2号非該当_折半額,保険料_介護保険2号該当_全額,保険料_介護保険2号該当_折半額
群馬,48,1270000,1235000,1295000,124587,62294,144907,72454
群馬,49,1330000,1295000,1355000,130473,65237,151753,75876
群馬,50,1390000,1355000,NA,136359,68180,158599,79300
埼玉,1,58000,NA,63000,5672,2836,6600,3300
埼玉,2,68000,63000,73000,6650,3325,7738,3869
埼玉,3,78000,73000,83000,7628,3814,8876,4438
埼玉,4,88000,83000,93000,8606,4303,10014,5007
埼玉,5,98000,93000,101000,9584,4792,11152,5576
埼玉,6,104000,101000,107000,10171,5086,11835,5918
埼玉,7,110000,107000,114000,10758,5379,12518,6259
埼玉,8,118000,114000,122000,11540,5770,13428,6714
埼玉,9,126000,122000,130000,12323,6161,14339,7169
埼玉,10,134000,130000,138000,13105,6553,15249,7625
埼玉,11,142000,138000,146000,13888,6944,16160,8080
埼玉,12,150000,146000,155000,14670,7335,17070,8535
埼玉,13,160000,155000,165000,15648,7824,18208,9104
埼玉,14,170000,165000,175000,16626,8313,19346,9673
埼玉,15,180000,175000,185000,17604,8802,20484,10242
埼玉,16,190000,185000,195000,18582,9291,21622,10811
埼玉,17,200000,195000,210000,19560,9780,22760,11380
埼玉,18,220000,210000,230000,21516,10758,25036,12518
埼玉,19,240000,230000,250000,23472,11736,27312,13656
埼玉,20,260000,250000,270000,25428,12714,29588,14794
埼玉,21,280000,270000,290000,27384,13692,31864,15932
埼玉,22,300000,290000,310000,29340,14670,34140,17070
埼玉,23,320000,310000,330000,31296,15648,36416,18208
埼玉,24,340000,330000,350000,33252,16626,38692,19346
埼玉,25,360000,350000,370000,35208,17604,40968,20484
埼玉,26,380000,370000,395000,37164,18582,43244,21622
埼玉,27,410000,395000,425000,40098,20049,46658,23329
埼玉,28,440000,425000,455000,43032,21516,50072,25036
埼玉,29,470000,455000,485000,45966,22983,53486,26743
埼玉,30,500000,485000,515000,48900,24450,56900,28450
埼玉,31,530000,515000,545000,51834,25917,60314,30157
埼玉,32,560000,545000,575000,54768,27384,63728,31864
埼玉,33,590000,575000,605000,57702,28851,67142,33571
埼玉,34,620000,605000,635000,60636,30318,70556,35278
埼玉,35,650000,635000,665000,63570,31785,73970,36985
埼玉,36,680000,665000,695000,66504,33252,77384,38692
埼玉,37,710000,695000,730000,69438,34719,80798,40399
埼玉,38,750000,730000,770000,73350,36675,85350,42675
埼玉,39,790000,770000,810000,77262,38631,89902,44951
埼玉,40,830000,810000,855000,81174,40587,94454,47227
埼玉,41,880000,855000,905000,86064,43032,100144,50072
埼玉,42,930000,905000,955000,90954,45477,105834,52917
埼玉,43,980000,955000,1005000,95844,47922,111524,55762
埼玉,44,1030000,1005000,1055000,100734,50367,117214,58607
埼玉,45,1090000,1055000,1115000,106602,53301,124042,62021
埼玉,46,1150000,1115000,1175000,112470,56235,130870,65435
埼玉,47,1210000,1175000,1235000,118338,59169,137698,68849
埼玉,48,1270000,1235000,1295000,124206,62103,144526,72263
埼玉,49,1330000,1295000,1355000,130074,65037,151354,75677
埼玉,50,1390000,1355000,NA,135942,67971,158182,79091
千葉,1,58000,NA,63000,5667,2833,6595,3297
千葉,2,68000,63000,73000,6644,3322,7732,3866
千葉,3,78000,73000,83000,7621,3810,8869,4434
千葉,4,88000,83000,93000,8598,4299,10006,5003
千葉,5,98000,93000,101000,9575,4787,11143,5571
千葉,6,104000,101000,107000,10161,5080,11825,5912
千葉,7,110000,107000,114000,10747,5374,12507,6254
千葉,8,118000,114000,122000,11529,5764,13417,6708
千葉,9,126000,122000,130000,12310,6155,14326,7163
千葉,10,134000,130000,138000,13092,6546,15236,7618
千葉,11,142000,138000,146000,13873,6937,16145,8073
千葉,12,150000,146000,155000,14655,7328,17055,8528
千葉,13,160000,155000,165000,15632,7816,18192,9096
千葉,14,170000,165000,175000,16609,8304,19329,9664
千葉,15,180000,175000,185000,17586,8793,20466,10233
千葉,16,190000,185000,195000,18563,9282,21603,10802
千葉,17,200000,195000,210000,19540,9770,22740,11370
千葉,18,220000,210000,230000,21494,10747,25014,12507
千葉,19,240000,230000,250000,23448,11724,27288,13644
千葉,20,260000,250000,270000,25402,12701,29562,14781
千葉,21,280000,270000,290000,27356,13678,31836,15918
千葉,22,300000,290000,310000,29310,14655,34110,17055
千葉,23,320000,310000,330000,31264,15632,36384,18192
千葉,24,340000,330000,350000,33218,16609,38658,19329
千葉,25,360000,350000,370000,35172,17586,40932,20466
千葉,26,380000,370000,395000,37126,18563,43206,21603
千葉,27,410000,395000,425000,40057,20028,46617,23308
千葉,28,440000,425000,455000,42988,21494,50028,25014
千葉,29,470000,455000,485000,45919,22960,53439,26720
千葉,30,500000,485000,515000,48850,24425,56850,28425
千葉,31,530000,515000,545000,51781,25890,60261,30130
千葉,32,560000,545000,575000,54712,27356,63672,31836
千葉,33,590000,575000,605000,57643,28822,67083,33542
千葉,34,620000,605000,635000,60574,30287,70494,35247
千葉,35,650000,635000,665000,63505,31752,73905,36952
千葉,36,680000,665000,695000,66436,33218,77316,38658
千葉,37,710000,695000,730000,69367,34684,80727,40364
千葉,38,750000,730000,770000,73275,36638,85275,42638
千葉,39,790000,770000,810000,77183,38592,89823,44912
千葉,40,830000,810000,855000,81091,40546,94371,47186
千葉,41,880000,855000,905000,85976,42988,100056,50028
千葉,42,930000,905000,955000,90861,45430,105741,52870
千葉,43,980000,955000,1005000,95746,47873,111426,55713
千葉,44,1030000,1005000,1055000,100631,50316,117111,58556
千葉,45,1090000,1055000,1115000,106493,53246,123933,61966
千葉,46,1150000,1115000,1175000,112355,56178,130755,65378
千葉,47,1210000,1175000,1235000,118217,59108,137577,68788
千葉,48,1270000,1235000,1295000,124079,62040,144399,72200
千葉,49,1330000,1295000,1355000,129941,64970,151221,75610
千葉,50,1390000,1355000,NA,135803,67902,158043,79022
東京,1,58000,NA,63000,5788,2894,6716,3358
東京,2,68000,63000,73000,6786,3393,7874,3937
東京,3,78000,73000,83000,7784,3892,9032,4516
東京,4,88000,83000,93000,8782,4391,10190,5095
東京,5,98000,93000,101000,9780,4890,11348,5674
東京,6,104000,101000,107000,10379,5190,12043,6022
東京,7,110000,107000,114000,10978,5489,12738,6369
東京,8,118000,114000,122000,11776,5888,13664,6832
東京,9,126000,122000,130000,12575,6287,14591,7295
東京,10,134000,130000,138000,13373,6687,15517,7759
東京,11,142000,138000,146000,14172,7086,16444,8222
東京,12,150000,146000,155000,14970,7485,17370,8685
東京,13,160000,155000,165000,15968,7984,18528,9264
東京,14,170000,165000,175000,16966,8483,19686,9843
東京,15,180000,175000,185000,17964,8982,20844,10422
東京,16,190000,185000,195000,18962,9481,22002,11001
東京,17,200000,195000,210000,19960,9980,23160,11580
東京,18,220000,210000,230000,21956,10978,25476,12738
東京,19,240000,230000,250000,23952,11976,27792,13896
東京,20,260000,250000,270000,25948,12974,30108,15054
東京,21,280000,270000,290000,27944,13972,32424,16212
東京,22,300000,290000,310000,29940,14970,34740,17370
東京,23,320000,310000,330000,31936,15968,37056,18528
東京,24,340000,330000,350000,33932,16966,39372,19686
東京,25,360000,350000,370000,35928,17964,41688,20844
東京,26,380000,370000,395000,37924,18962,44004,22002
東京,27,410000,395000,425000,40918,20459,47478,23739
東京,28,440000,425000,455000,43912,21956,50952,25476
東京,29,470000,455000,485000,46906,23453,54426,27213
東京,30,500000,485000,515000,49900,24950,57900,28950
東京,31,530000,515000,545000,52894,26447,61374,30687
東京,32,560000,545000,575000,55888,27944,64848,32424
東京,33,590000,575000,605000,58882,29441,68322,34161
東京,34,620000,605000,635000,61876,30938,71796,35898
東京,35,650000,635000,665000,64870,32435,75270,37635
東京,36,680000,665000,695000,67864,33932,78744,39372
東京,37,710000,695000,730000,70858,35429,82218,41109
東京,38,750000,730000,770000,74850,37425,86850,43425
東京,39,790000,770000,810000,78842,39421,91482,45741
東京,40,830000,810000,855000,82834,41417,96114,48057
東京,41,880000,855000,905000,87824,43912,101904,50952
東京,42,930000,905000,955000,92814,46407,107694,53847
東京,43,980000,955000,1005000,97804,48902,113484,56742
東京,44,1030000,1005000,1055000,102794,51397,119274,59637
東京,45,1090000,1055000,1115000,108782,54391,126222,63111
東京,46,1150000,1115000,1175000,114770,57385,133170,66585
東京,47,1210000,1175000,1235000,120758,60379,140118,70059
東京,48,1270000,1235000,1295000,126746,63373,147066,73533
東京,49,1330000,1295000,1355000,132734,66367,154014,77007
東京,50,1390000,1355000,NA,138722,69361,160962,80481
神奈川,1,58000,NA,63000,5812,2906,6740,3370
神奈川,2,68000,63000,73000,6814,3407,7902,3951
神奈川,3,78000,73000,83000,7816,3908,9064,4532
神奈川,4,88000,83000,93000,8818,4409,10226,5113
神奈川,5,98000,93000,101000,9820,4910,11388,5694
神奈川,6,104000,101000,107000,10421,5210,12085,6042
神奈川,7,110000,107000,114000,11022,5511,12782,6391
神奈川,8,118000,114000,122000,11824,5912,13712,6856
神奈川,9,126000,122000,130000,12625,6313,14641,7321
神奈川,10,134000,130000,138000,13427,6713,15571,7785
神奈川,11,142000,138000,146000,14228,7114,16500,8250
神奈川,12,150000,146000,155000,15030,7515,17430,8715
神奈川,13,160000,155000,165000,16032,8016,18592,9296
神奈川,14,170000,165000,175000,17034,8517,19754,9877
神奈川,15,180000,175000,185000,18036,9018,20916,10458
神奈川,16,190000,185000,195000,19038,9519,22078,11039
神奈川,17,200000,195000,210000,20040,10020,23240,11620
神奈川,18,220000,210000,230000,22044,11022,25564,12782
神奈川,19,240000,230000,250000,24048,12024,27888,13944
神奈川,20,260000,250000,270000,26052,13026,30212,15106
神奈川,21,280000,270000,290000,28056,14028,32536,16268
神奈川,22,300000,290000,310000,30060,15030,34860,17430
神奈川,23,320000,310000,330000,32064,16032,37184,18592
神奈川,24,340000,330000,350000,34068,17034,39508,19754
神奈川,25,360000,350000,370000,36072,18036,41832,20916
神奈川,26,380000,370000,395000,38076,19038,44156,22078
神奈川,27,410000,395000,425000,41082,20541,47642,23821
神奈川,28,440000,425000,455000,44088,22044,51128,25564
神奈川,29,470000,455000,485000,47094,23547,54614,27307
神奈川,30,500000,485000,515000,50100,25050,58100,29050
神奈川,31,530000,515000,545000,53106,26553,61586,30793
神奈川,32,560000,545000,575000,56112,28056,65072,32536
神奈川,33,590000,575000,605000,59118,29559,68558,34279
神奈川,34,620000,605000,635000,62124,31062,72044,36022
神奈川,35,650000,635000,665000,65130,32565,75530,37765
神奈川,36,680000,665000,695000,68136,34068,79016,39508
神奈川,37,710000,695000,730000,71142,35571,82502,41251
神奈川,38,750000,730000,770000,75150,37575,87150,43575
神奈川,39,790000,770000,810000,79158,39579,91798,45899
神奈川,40,830000,810000,855000,83166,41583,96446,48223
神奈川,41,880000,855000,905000,88176,44088,102256,51128
神奈川,42,930000,905000,955000,93186,46593,108066,54033
神奈川,43,980000,955000,1005000,98196,49098,113876,56938
神奈川,44,1030000,1005000,1055000,103206,51603,119686,59843
神奈川,45,1090000,1055000,1115000,109218,54609,126658,63329
神奈川,46,1150000,1115000,1175000,115230,57615,133630,66815
神奈川,47,1210000,1175000,1235000,121242,60621,140602,70301
神奈川,48,1270000,1235000,1295000,127254,63627,147574,73787
神奈川,49,1330000,1295000,1355000,133266,66633,154546,77273
神奈川,50,1390000,1355000,NA,139278,69639,161518,80759
新潟,1,58000,NA,63000,5423,2712,6351,3176
新潟,2,68000,63000,73000,6358,3179,7446,3723
新潟,3,78000,73000,83000,7293,3646,8541,4270
新潟,4,88000,83000,93000,8228,4114,9636,4818
新潟,5,98000,93000,101000,9163,4582,10731,5366
新潟,6,104000,101000,107000,9724,4862,11388,5694
新潟,7,110000,107000,114000,10285,5142,12045,6022
新潟,8,118000,114000,122000,11033,5516,12921,6460
新潟,9,126000,122000,130000,11781,5890,13797,6898
新潟,10,134000,130000,138000,12529,6264,14673,7336
新潟,11,142000,138000,146000,13277,6638,15549,7774
新潟,12,150000,146000,155000,14025,7012,16425,8212
新潟,13,160000,155000,165000,14960,7480,17520,8760
新潟,14,170000,165000,175000,15895,7948,18615,9308
新潟,15,180000,175000,185000,16830,8415,19710,9855
新潟,16,190000,185000,195000,17765,8882,20805,10402
新潟,17,200000,195000,210000,18700,9350,21900,10950
新潟,18,220000,210000,230000,20570,10285,24090,12045
新潟,19,240000,230000,250000,22440,11220,26280,13140
新潟,20,260000,250000,270000,24310,12155,28470,14235
新潟,21,280000,270000,290000,26180,13090,30660,15330
新潟,22,300000,290000,310000,28050,14025,32850,16425
新潟,23,320000,310000,330000,29920,14960,35040,17520
新潟,24,340000,330000,350000,31790,15895,37230,18615
新潟,25,360000,350000,370000,33660,16830,39420,19710
新潟,26,380000,370000,395000,35530,17765,41610,20805
新潟,27,410000,395000,425000,38335,19168,44895,22448
新潟,28,440000,425000,455000,41140,20570,48180,24090
新潟,29,470000,455000,485000,43945,21972,51465,25732
新潟,30,500000,485000,515000,46750,23375,54750,27375
新潟,31,530000,515000,545000,49555,24778,58035,29018
新潟,32,560000,545000,575000,52360,26180,61320,30660
新潟,33,590000,575000,605000,55165,27582,64605,32302
新潟,34,620000,605000,635000,57970,28985,67890,33945
新潟,35,650000,635000,665000,60775,30388,71175,35588
新潟,36,680000,665000,695000,63580,31790,74460,37230
新潟,37,710000,695000,730000,66385,33192,77745,38872
新潟,38,750000,730000,770000,70125,35062,82125,41062
新潟,39,790000,770000,810000,73865,36932,86505,43252
新潟,40,830000,810000,855000,77605,38802,90885,45442
新潟,41,880000,855000,905000,82280,41140,96360,48180
新潟,42,930000,905000,955000,86955,43478,101835,50918
新潟,43,980000,955000,1005000,91630,45815,107310,53655
新潟,44,1030000,1005000,1055000,96305,48152,112785,56392
新潟,45,1090000,1055000,1115000,101915,50958,119355,59678
新潟,46,1150000,1115000,1175000,107525,53762,125925,62962
新潟,47,1210000,1175000,1235000,113135,56568,132495,66248
新潟,48,1270000,1235000,1295000,118745,59372,139065,69532
新潟,49,1330000,1295000,1355000,124355,62178,145635,72818
新潟,50,1390000,1355000,NA,129965,64982,152205,76102
富山,1,58000,NA,63000,5580,2790,6508,3254
富山,2,68000,63000,73000,6542,3271,7630,3815
富山,3,78000,73000,83000,7504,3752,8752,4376
富山,4,88000,83000,93000,8466,4233,9874,4937
富山,5,98000,93000,101000,9428,4714,10996,5498
富山,6,104000,101000,107000,10005,5002,11669,5834
富山,7,110000,107000,114000,10582,5291,12342,6171
富山,8,118000,114000,122000,11352,5676,13240,6620
富山,9,126000,122000,130000,12121,6061,14137,7069
富山,10,134000,130000,138000,12891,6445,15035,7517
富山,11,142000,138000,146000,13660,6830,15932,7966
富山,12,150000,146000,155000,14430,7215,16830,8415
富山,13,160000,155000,165000,15392,7696,17952,8976
富山,14,170000,165000,175000,16354,8177,19074,9537
富山,15,180000,175000,185000,17316,8658,20196,10098
富山,16,190000,185000,195000,18278,9139,21318,10659
富山,17,200000,195000,210000,19240,9620,22440,11220
富山,18,220000,210000,230000,21164,10582,24684,12342
富山,19,240000,230000,250000,23088,11544,26928,13464
富山,20,260000,250000,270000,25012,12506,29172,14586
富山,21,280000,270000,290000,26936,13468,31416,15708
富山,22,300000,290000,310000,28860,14430,33660,16830
富山,23,320000,310000,330000,30784,15392,35904,17952
富山,24,340000,330000,350000,32708,16354,38148,19074
富山,25,360000,350000,370000,34632,17316,40392,20196
富山,26,380000,370000,395000,36556,18278,42636,21318
富山,27,410000,395000,425000,39442,19721,46002,23001
富山,28,440000,425000,455000,42328,21164,49368,24684
富山,29,470000,455000,485000,45214,22607,52734,26367
富山,30,500000,485000,515000,48100,24050,56100,28050
富山,31,530000,515000,545000,50986,25493,59466,29733
富山,32,560000,545000,575000,53872,26936,62832,31416
富山,33,590000,575000,605000,56758,28379,66198,33099
富山,34,620000,605000,635000,59644,29822,69564,34782
富山,35,650000,635000,665000,62530,31265,72930,36465
富山,36,680000,665000,695000,65416,32708,76296,38148
富山,37,710000,695000,730000,68302,34151,79662,39831
富山,38,750000,730000,770000,72150,36075,84150,42075
富山,39,790000,770000,810000,75998,37999,88638,44319
富山,40,830000,810000,855000,79846,39923,93126,46563
富山,41,880000,855000,905000,84656,42328,98736,49368
富山,42,930000,905000,955000,89466,44733,104346,52173
富山,43,980000,955000,1005000,94276,47138,109956,54978
富山,44,1030000,1005000,1055000,99086,49543,115566,57783
富山,45,1090000,1055000,1115000,104858,52429,122298,61149
富山,46,1150000,1115000,1175000,110630,55315,129030,64515
富山,47,1210000,1175000,1235000,116402,58201,135762,67881
富山,48,1270000,1235000,1295000,122174,61087,142494,71247
富山,49,1330000,1295000,1355000,127946,63973,149226,74613
富山,50,1390000,1355000,NA,133718,66859,155958,77979
石川,1,58000,NA,63000,5765,2883,6693,3347
石川,2,68000,63000,73000,6759,3380,7847,3924
石川,3,78000,73000,83000,7753,3877,9001,4501
石川,4,88000,83000,93000,8747,4374,10155,5078
石川,5,98000,93000,101000,9741,4871,11309,5655
石川,6,104000,101000,107000,10338,5169,12002,6001
石川,7,110000,107000,114000,10934,5467,12694,6347
石川,8,118000,114000,122000,11729,5865,13617,6809
石川,9,126000,122000,130000,12524,6262,14540,7270
石川,10,134000,130000,138000,13320,6660,15464,7732
石川,11,142000,138000,146000,14115,7057,16387,8193
石川,12,150000,146000,155000,14910,7455,17310,8655
石川,13,160000,155000,165000,15904,7952,18464,9232
石川,14,170000,165000,175000,16898,8449,19618,9809
石川,15,180000,175000,185000,17892,8946,20772,10386
石川,16,190000,185000,195000,18886,9443,21926,10963
石川,17,200000,195000,210000,19880,9940,23080,11540
石川,18,220000,210000,230000,21868,10934,25388,12694
石川,19,240000,230000,250000,23856,11928,27696,13848
石川,20,260000,250000,270000,25844,12922,30004,15002
石川,21,280000,270000,290000,27832,13916,32312,16156
石川,22,300000,290000,310000,29820,14910,34620,17310
石川,23,320000,310000,330000,31808,15904,36928,18464
石川,24,340000,330000,350000,33796,16898,39236,19618
石川,25,360000,350000,370000,35784,17892,41544,20772
石川,26,380000,370000,395000,37772,18886,43852,21926
石川,27,410000,395000,425000,40754,20377,47314,23657
石川,28,440000,425000,455000,43736,21868,50776,25388
石川,29,470000,455000,485000,46718,23359,54238,27119
石川,30,500000,485000,515000,49700,24850,57700,28850
石川,31,530000,515000,545000,52682,26341,61162,30581
石川,32,560000,545000,575000,55664,27832,64624,32312
石川,33,590000,575000,605000,58646,29323,68086,34043
石川,34,620000,605000,635000,61628,30814,71548,35774
石川,35,650000,635000,665000,64610,32305,75010,37505
石川,36,680000,665000,695000,67592,33796,78472,39236
石川,37,710000,695000,730000,70574,35287,81934,40967
石川,38,750000,730000,770000,74550,37275,86550,43275
石川,39,790000,770000,810000,78526,39263,91166,45583
石川,40,830000,810000,855000,82502,41251,95782,47891
石川,41,880000,855000,905000,87472,43736,101552,50776
石川,42,930000,905000,955000,92442,46221,107322,53661
石川,43,980000,955000,1005000,97412,48706,113092,56546
石川,44,1030000,1005000,1055000,102382,51191,118862,59431
石川,45,1090000,1055000,1115000,108346,54173,125786,62893
石川,46,1150000,1115000,1175000,114310,57155,132710,66355
石川,47,1210000,1175000,1235000,120274,60137,139634,69817
石川,48,1270000,1235000,1295000,126238,63119,146558,73279
石川,49,1330000,1295000,1355000,132202,66101,153482,76741
石川,50,1390000,1355000,NA,138166,69083,160406,80203
福井,1,58000,NA,63000,5841,2920,6769,3384
福井,2,68000,63000,73000,6848,3424,7936,3968
福井,3,78000,73000,83000,7855,3927,9103,4551
福井,4,88000,83000,93000,8862,4431,10270,5135
福井,5,98000,93000,101000,9869,4934,11437,5718
福井,6,104000,101000,107000,10473,5236,12137,6068
福井,7,110000,107000,114000,11077,5538,12837,6418
福井,8,118000,114000,122000,11883,5941,13771,6885
福井,9,126000,122000,130000,12688,6344,14704,7352
福井,10,134000,130000,138000,13494,6747,15638,7819
福井,11,142000,138000,146000,14299,7150,16571,8286
福井,12,150000,146000,155000,15105,7552,17505,8752
福井,13,160000,155000,165000,16112,8056,18672,9336
福井,14,170000,165000,175000,17119,8560,19839,9920
福井,15,180000,175000,185000,18126,9063,21006,10503
福井,16,190000,185000,195000,19133,9566,22173,11086
福井,17,200000,195000,210000,20140,10070,23340,11670
福井,18,220000,210000,230000,22154,11077,25674,12837
福井,19,240000,230000,250000,24168,12084,28008,14004
福井,20,260000,250000,270000,26182,13091,30342,15171
福井,21,280000,270000,290000,28196,14098,32676,16338
福井,22,300000,290000,310000,30210,15105,35010,17505
福井,23,320000,310000,330000,32224,16112,37344,18672
福井,24,340000,330000,350000,34238,17119,39678,19839
福井,25,360000,350000,370000,36252,18126,42012,21006
福井,26,380000,370000,395000,38266,19133,44346,22173
福井,27,410000,395000,425000,41287,20644,47847,23924
福井,28,440000,425000,455000,44308,22154,51348,25674
福井,29,470000,455000,485000,47329,23664,54849,27424
福井,30,500000,485000,515000,50350,25175,58350,29175
福井,31,530000,515000,545000,53371,26686,61851,30926
福井,32,560000,545000,575000,56392,28196,65352,32676
福井,33,590000,575000,605000,59413,29706,68853,34426
福井,34,620000,605000,635000,62434,31217,72354,36177
福井,35,650000,635000,665000,65455,32728,75855,37928
福井,36,680000,665000,695000,68476,34238,79356,39678
福井,37,710000,695000,730000,71497,35748,82857,41428
福井,38,750000,730000,770000,75525,37762,87525,43762
福井,39,790000,770000,810000,79553,39776,92193,46096
福井,40,830000,810000,855000,83581,41790,96861,48430
福井,41,880000,855000,905000,88616,44308,102696,51348
福井,42,930000,905000,955000,93651,46826,108531,54266
福井,43,980000,955000,1005000,98686,49343,114366,57183
福井,44,1030000,1005000,1055000,103721,51860,120201,60100
福井,45,1090000,1055000,1115000,109763,54882,127203,63602
福井,46,1150000,1115000,1175000,115805,57902,134205,67102
福井,47,1210000,1175000,1235000,121847,60924,141207,70604
福井,48,1270000,1235000,1295000,127889,63944,148209,74104
福井,49,1330000,1295000,1355000,133931,66966,155211,77606
福井,50,1390000,1355000,NA,139973,69986,162213,81106
山梨,1,58000,NA,63000,5765,2883,6693,3347
山梨,2,68000,63000,73000,6759,3380,7847,3924
山梨,3,78000,73000,83000,7753,3877,9001,4501
山梨,4,88000,83000,93000,8747,4374,10155,5078
山梨,5,98000,93000,101000,9741,4871,11309,5655
山梨,6,104000,101000,107000,10338,5169,12002,6001
山梨,7,110000,107000,114000,10934,5467,12694,6347
山梨,8,118000,114000,122000,11729,5865,13617,6809
山梨,9,126000,122000,130000,12524,6262,14540,7270
山梨,10,134000,130000,138000,13320,6660,15464,7732
山梨,11,142000,138000,146000,14115,7057,16387,8193
山梨,12,150000,146000,155000,14910,7455,17310,8655
山梨,13,160000,155000,165000,15904,7952,18464,9232
山梨,14,170000,165000,175000,16898,8449,19618,9809
山梨,15,180000,175000,185000,17892,8946,20772,10386
山梨,16,190000,185000,195000,18886,9443,21926,10963
山梨,17,200000,195000,210000,19880,9940,23080,11540
山梨,18,220000,210000,230000,21868,10934,25388,12694
山梨,19,240000,230000,250000,23856,11928,27696,13848
山梨,20,260000,250000,270000,25844,12922,30004,15002
山梨,21,280000,270000,290000,27832,13916,32312,16156
山梨,22,300000,290000,310000,29820,14910,34620,17310
山梨,23,320000,310000,330000,31808,15904,36928,18464
山梨,24,340000,330000,350000,33796,16898,39236,19618
山梨,25,360000,350000,370000,35784,17892,41544,20772
山梨,26,380000,370000,395000,37772,18886,43852,21926
山梨,27,410000,395000,425000,40754,20377,47314,23657
山梨,28,440000,425000,455000,43736,21868,50776,25388
山梨,29,470000,455000,485000,46718,23359,54238,27119
山梨,30,500000,485000,515000,49700,24850,57700,28850
山梨,31,530000,515000,545000,52682,26341,61162,30581
山梨,32,560000,545000,575000,55664,27832,64624,32312
山梨,33,590000,575000,605000,58646,29323,68086,34043
山梨,34,620000,605000,635000,61628,30814,71548,35774
山梨,35,650000,635000,665000,64610,32305,75010,37505
山梨,36,680000,665000,695000,67592,33796,78472,39236
山梨,37,710000,695000,730000,70574,35287,81934,40967
山梨,38,750000,730000,770000,74550,37275,86550,43275
山梨,39,790000,770000,810000,78526,39263,91166,45583
山梨,40,830000,810000,855000,82502,41251,95782,47891
山梨,41,880000,855000,905000,87472,43736,101552,50776
山梨,42,930000,905000,955000,92442,46221,107322,53661
山梨,43,980000,955000,1005000,97412,48706,113092,56546
山梨,44,1030000,1005000,1055000,102382,51191,118862,59431
山梨,45,1090000,1055000,1115000,108346,54173,125786,62893
山梨,46,1150000,1115000,1175000,114310,57155,132710,66355
山梨,47,1210000,1175000,1235000,120274,60137,139634,69817
山梨,48,1270000,1235000,1295000,126238,63119,146558,73279
山梨,49,1330000,1295000,1355000,132202,66101,153482,76741
山梨,50,1390000,1355000,NA,138166,69083,160406,80203
長野,1,58000,NA,63000,5539,2770,6467,3234
長野,2,68000,63000,73000,6494,3247,7582,3791
長野,3,78000,73000,83000,7449,3724,8697,4348
長野,4,88000,83000,93000,8404,4202,9812,4906
長野,5,98000,93000,101000,9359,4680,10927,5464
長野,6,104000,101000,107000,9932,4966,11596,5798
長野,7,110000,107000,114000,10505,5252,12265,6132
長野,8,118000,114000,122000,11269,5634,13157,6578
長野,9,126000,122000,130000,12033,6016,14049,7024
長野,10,134000,130000,138000,12797,6398,14941,7470
長野,11,142000,138000,146000,13561,6780,15833,7916
長野,12,150000,146000,155000,14325,7162,16725,8362
長野,13,160000,155000,165000,15280,7640,17840,8920
長野,14,170000,165000,175000,16235,8118,18955,9478
長野,15,180000,175000,185000,17190,8595,20070,10035
長野,16,190000,185000,195000,18145,9072,21185,10592
長野,17,200000,195000,210000,19100,9550,22300,11150
長野,18,220000,210000,230000,21010,10505,24530,12265
長野,19,240000,230000,250000,22920,11460,26760,13380
長野,20,260000,250000,270000,24830,12415,28990,14495
長野,21,280000,270000,290000,26740,13370,31220,15610
長野,22,300000,290000,310000,28650,14325,33450,16725
長野,23,320000,310000,330000,30560,15280,35680,17840
長野,24,340000,330000,350000,32470,16235,37910,18955
長野,25,360000,350000,370000,34380,17190,40140,20070
長野,26,380000,370000,395000,36290,18145,42370,21185
長野,27,410000,395000,425000,39155,19578,45715,22858
長野,28,440000,425000,455000,42020,21010,49060,24530
長野,29,470000,455000,485000,44885,22442,52405,26202
長野,30,500000,485000,515000,47750,23875,55750,27875
長野,31,530000,515000,545000,50615,25308,59095,29548
長野,32,560000,545000,575000,53480,26740,62440,31220
長野,33,590000,575000,605000,56345,28172,65785,32892
長野,34,620000,605000,635000,59210,29605,69130,34565
長野,35,650000,635000,665000,62075,31038,72475,36238
長野,36,680000,665000,695000,64940,32470,75820,37910
長野,37,710000,695000,730000,67805,33902,79165,39582
長野,38,750000,730000,770000,71625,35812,83625,41812
長野,39,790000,770000,810000,75445,37722,88085,44042
長野,40,830000,810000,855000,79265,39632,92545,46272
長野,41,880000,855000,905000,84040,42020,98120,49060
長野,42,930000,905000,955000,88815,44408,103695,51848
長野,43,980000,955000,1005000,93590,46795,109270,54635
長野,44,1030000,1005000,1055000,98365,49182,114845,57422
長野,45,1090000,1055000,1115000,104095,52048,121535,60768
長野,46,1150000,1115000,1175000,109825,54912,128225,64112
長野,47,1210000,1175000,1235000,115555,57778,134915,67458
長野,48,1270000,1235000,1295000,121285,60642,141605,70802
長野,49,1330000,1295000,1355000,127015,63508,148295,74148
長野,50,1390000,1355000,NA,132745,66372,154985,77492
岐阜,1,58000,NA,63000,5748,2874,6676,3338
岐阜,2,68000,63000,73000,6739,3369,7827,3913
岐阜,3,78000,73000,83000,7730,3865,8978,4489
岐阜,4,88000,83000,93000,8721,4360,10129,5064
岐阜,5,98000,93000,101000,9712,4856,11280,5640
岐阜,6,104000,101000,107000,10306,5153,11970,5985
岐阜,7,110000,107000,114000,10901,5450,12661,6330
岐阜,8,118000,114000,122000,11694,5847,13582,6791
岐阜,9,126000,122000,130000,12487,6243,14503,7251
