Pref,Class,Monthly,Lower,Upper,保険料_介護保険2号非該当_全額,保険料_介護保険2号非該当_折半額,保険料_介護保険2号該当_全額,保険料_介護保険2号該当_折半額
鳥取,13,160000,155000,165000,15488,7744,18048,9024
鳥取,14,170000,165000,175000,16456,8228,19176,9588
鳥取,15,180000,175000,185000,17424,8712,20304,10152
鳥取,16,190000,185000,195000,18392,9196,21432,10716
鳥取,17,200000,195000,210000,19360,9680,22560,11280
鳥取,18,220000,210000,230000,21296,10648,24816,12408
鳥取,19,240000,230000,250000,23232,11616,27072,13536
鳥取,20,260000,250000,270000,25168,12584,29328,14664
鳥取,21,280000,270000,290000,27104,13552,31584,15792
鳥取,22,300000,290000,310000,29040,14520,33840,16920
鳥取,23,320000,310000,330000,30976,15488,36096,18048
鳥取,24,340000,330000,350000,32912,16456,38352,19176
鳥取,25,360000,350000,370000,34848,17424,40608,20304
鳥取,26,380000,370000,395000,36784,18392,42864,21432
鳥取,27,410000,395000,425000,39688,19844,46248,23124
鳥取,28,440000,425000,455000,42592,21296,49632,24816
鳥取,29,470000,455000,485000,45496,22748,53016,26508
鳥取,30,500000,485000,515000,48400,24200,56400,28200
鳥取,31,530000,515000,545000,51304,25652,59784,29892
鳥取,32,560000,545000,575000,54208,27104,63168,31584
鳥取,33,590000,575000,605000,57112,28556,66552,33276
鳥取,34,620000,605000,635000,60016,30008,69936,34968
鳥取,35,650000,635000,665000,62920,31460,73320,36660
鳥取,36,680000,665000,695000,65824,32912,76704,38352
鳥取,37,710000,695000,730000,68728,34364,80088,40044
鳥取,38,750000,730000,770000,72600,36300,84600,42300
鳥取,39,790000,770000,810000,76472,38236,89112,44556
鳥取,40,830000,810000,855000,80344,40172,93624,46812
鳥取,41,880000,855000,905000,85184,42592,99264,49632
鳥取,42,930000,905000,955000,90024,45012,104904,52452
鳥取,43,980000,955000,1005000,94864,47432,110544,55272
鳥取,44,1030000,1005000,1055000,99704,49852,116184,58092
鳥取,45,1090000,1055000,1115000,105512,52756,122952,61476
鳥取,46,1150000,1115000,1175000,111320,55660,129720,64860
鳥取,47,1210000,1175000,1235000,117128,58564,136488,68244
鳥取,48,1270000,1235000,1295000,122936,61468,143256,71628
鳥取,49,1330000,1295000,1355000,128744,64372,150024,75012
鳥取,50,1390000,1355000,NA,134552,67276,156792,78396
島根,1,58000,NA,63000,5754,2877,6682,3341
島根,2,68000,63000,73000,6746,3373,7834,3917
島根,3,78000,73000,83000,7738,3869,8986,4493
島根,4,88000,83000,93000,8730,4365,10138,5069
島根,5,98000,93000,101000,9722,4861,11290,5645
島根,6,104000,101000,107000,10317,5158,11981,5990
島根,7,110000,107000,114000,10912,5456,12672,6336
島根,8,118000,114000,122000,11706,5853,13594,6797
島根,9,126000,122000,130000,12499,6250,14515,7258
島根,10,134000,130000,138000,13293,6646,15437,7718
島根,11,142000,138000,146000,14086,7043,16358,8179
島根,12,150000,146000,155000,14880,7440,17280,8640
島根,13,160000,155000,165000,15872,7936,18432,9216
島根,14,170000,165000,175000,16864,8432,19584,9792
島根,15,180000,175000,185000,17856,8928,20736,10368
島根,16,190000,185000,195000,18848,9424,21888,10944
島根,17,200000,195000,210000,19840,9920,23040,11520
島根,18,220000,210000,230000,21824,10912,25344,12672
島根,19,240000,230000,250000,23808,11904,27648,13824
島根,20,260000,250000,270000,25792,12896,29952,14976
島根,21,280000,270000,290000,27776,13888,32256,16128
島根,22,300000,290000,310000,29760,14880,34560,17280
島根,23,320000,310000,330000,31744,15872,36864,18432
島根,24,340000,330000,350000,33728,16864,39168,19584
島根,25,360000,350000,370000,35712,17856,41472,20736
島根,26,380000,370000,395000,37696,18848,43776,21888
島根,27,410000,395000,425000,40672,20336,47232,23616
島根,28,440000,425000,455000,43648,21824,50688,25344
島根,29,470000,455000,485000,46624,23312,54144,27072
島根,30,500000,485000,515000,49600,24800,57600,28800
島根,31,530000,515000,545000,52576,26288,61056,30528
島根,32,560000,545000,575000,55552,27776,64512,32256
島根,33,590000,575000,605000,58528,29264,67968,33984
島根,34,620000,605000,635000,61504,30752,71424,35712
島根,35,650000,635000,665000,64480,32240,74880,37440
島根,36,680000,665000,695000,67456,33728,78336,39168
島根,37,710000,695000,730000,70432,35216,81792,40896
島根,38,750000,730000,770000,74400,37200,86400,43200
島根,39,790000,770000,810000,78368,39184,91008,45504
島根,40,830000,810000,855000,82336,41168,95616,47808
島根,41,880000,855000,905000,87296,43648,101376,50688
島根,42,930000,905000,955000,92256,46128,107136,53568
島根,43,980000,955000,1005000,97216,48608,112896,56448
島根,44,1030000,1005000,1055000,102176,51088,118656,59328
島根,45,1090000,1055000,1115000,108128,54064,125568,62784
島根,46,1150000,1115000,1175000,114080,57040,132480,66240
島根,47,1210000,1175000,1235000,120032,60016,139392,69696
島根,48,1270000,1235000,1295000,125984,62992,146304,73152
島根,49,1330000,1295000,1355000,131936,65968,153216,76608
島根,50,1390000,1355000,NA,137888,68944,160128,80064
岡山,1,58000,NA,63000,5812,2906,6740,3370
岡山,2,68000,63000,73000,6814,3407,7902,3951
岡山,3,78000,73000,83000,7816,3908,9064,4532
岡山,4,88000,83000,93000,8818,4409,10226,5113
岡山,5,98000,93000,101000,9820,4910,11388,5694
岡山,6,104000,101000,107000,10421,5210,12085,6042
岡山,7,110000,107000,114000,11022,5511,12782,6391
岡山,8,118000,114000,122000,11824,5912,13712,6856
岡山,9,126000,122000,130000,12625,6313,14641,7321
岡山,10,134000,130000,138000,13427,6713,15571,7785
岡山,11,142000,138000,146000,14228,7114,16500,8250
岡山,12,150000,146000,155000,15030,7515,17430,8715
岡山,13,160000,155000,165000,16032,8016,18592,9296
岡山,14,170000,165000,175000,17034,8517,19754,9877
岡山,15,180000,175000,185000,18036,9018,20916,10458
岡山,16,190000,185000,195000,19038,9519,22078,11039
岡山,17,200000,195000,210000,20040,10020,23240,11620
岡山,18,220000,210000,230000,22044,11022,25564,12782
岡山,19,240000,230000,250000,24048,12024,27888,13944
岡山,20,260000,250000,270000,26052,13026,30212,15106
岡山,21,280000,270000,290000,28056,14028,32536,16268
岡山,22,300000,290000,310000,30060,15030,34860,17430
岡山,23,320000,310000,330000,32064,16032,37184,18592
岡山,24,340000,330000,350000,34068,17034,39508,19754
岡山,25,360000,350000,370000,36072,18036,41832,20916
岡山,26,380000,370000,395000,38076,19038,44156,22078
岡山,27,410000,395000,425000,41082,20541,47642,23821
岡山,28,440000,425000,455000,44088,22044,51128,25564
岡山,29,470000,455000,485000,47094,23547,54614,27307
岡山,30,500000,485000,515000,50100,25050,58100,29050
岡山,31,530000,515000,545000,53106,26553,61586,30793
岡山,32,560000,545000,575000,56112,28056,65072,32536
岡山,33,590000,575000,605000,59118,29559,68558,34279
岡山,34,620000,605000,635000,62124,31062,72044,36022
岡山,35,650000,635000,665000,65130,32565,75530,37765
岡山,36,680000,665000,695000,68136,34068,79016,39508
岡山,37,710000,695000,730000,71142,35571,82502,41251
岡山,38,750000,730000,770000,75150,37575,87150,43575
岡山,39,790000,770000,810000,79158,39579,91798,45899
岡山,40,830000,810000,855000,83166,41583,96446,48223
岡山,41,880000,855000,905000,88176,44088,102256,51128
岡山,42,930000,905000,955000,93186,46593,108066,54033
岡山,43,980000,955000,1005000,98196,49098,113876,56938
岡山,44,1030000,1005000,1055000,103206,51603,119686,59843
岡山,45,1090000,1055000,1115000,109218,54609,126658,63329
岡山,46,1150000,1115000,1175000,115230,57615,133630,66815
岡山,47,1210000,1175000,1235000,121242,60621,140602,70301
岡山,48,1270000,1235000,1295000,127254,63627,147574,73787
岡山,49,1330000,1295000,1355000,133266,66633,154546,77273
岡山,50,1390000,1355000,NA,139278,69639,161518,80759
広島,1,58000,NA,63000,5771,2885,6699,3349
広島,2,68000,63000,73000,6766,3383,7854,3927
広島,3,78000,73000,83000,7761,3880,9009,4504
広島,4,88000,83000,93000,8756,4378,10164,5082
広島,5,98000,93000,101000,9751,4876,11319,5660
広島,6,104000,101000,107000,10348,5174,12012,6006
広島,7,110000,107000,114000,10945,5472,12705,6352
広島,8,118000,114000,122000,11741,5870,13629,6814
広島,9,126000,122000,130000,12537,6268,14553,7276
広島,10,134000,130000,138000,13333,6666,15477,7738
広島,11,142000,138000,146000,14129,7064,16401,8200
広島,12,150000,146000,155000,14925,7462,17325,8662
広島,13,160000,155000,165000,15920,7960,18480,9240
広島,14,170000,165000,175000,16915,8458,19635,9818
広島,15,180000,175000,185000,17910,8955,20790,10395
広島,16,190000,185000,195000,18905,9452,21945,10972
広島,17,200000,195000,210000,19900,9950,23100,11550
広島,18,220000,210000,230000,21890,10945,25410,12705
広島,19,240000,230000,250000,23880,11940,27720,13860
広島,20,260000,250000,270000,25870,12935,30030,15015
広島,21,280000,270000,290000,27860,13930,32340,16170
広島,22,300000,290000,310000,29850,14925,34650,17325
広島,23,320000,310000,330000,31840,15920,36960,18480
広島,24,340000,330000,350000,33830,16915,39270,19635
広島,25,360000,350000,370000,35820,17910,41580,20790
広島,26,380000,370000,395000,37810,18905,43890,21945
広島,27,410000,395000,425000,40795,20398,47355,23678
広島,28,440000,425000,455000,43780,21890,50820,25410
広島,29,470000,455000,485000,46765,23382,54285,27142
広島,30,500000,485000,515000,49750,24875,57750,28875
広島,31,530000,515000,545000,52735,26367,61215,30607
広島,32,560000,545000,575000,55720,27860,64680,32340
広島,33,590000,575000,605000,58705,29352,68145,34072
広島,34,620000,605000,635000,61690,30845,71610,35805
広島,35,650000,635000,665000,64675,32337,75075,37538
広島,36,680000,665000,695000,67660,33830,78540,39270
広島,37,710000,695000,730000,70645,35322,82005,41002
広島,38,750000,730000,770000,74625,37312,86625,43312
広島,39,790000,770000,810000,78605,39302,91245,45622
広島,40,830000,810000,855000,82585,41292,95865,47932
広島,41,880000,855000,905000,87560,43780,101640,50820
広島,42,930000,905000,955000,92535,46267,107415,53707
広島,43,980000,955000,1005000,97510,48755,113190,56595
広島,44,1030000,1005000,1055000,102485,51242,118965,59482
広島,45,1090000,1055000,1115000,108455,54227,125895,62947
広島,46,1150000,1115000,1175000,114425,57212,132825,66412
広島,47,1210000,1175000,1235000,120395,60197,139755,69878
広島,48,1270000,1235000,1295000,126365,63182,146685,73342
広島,49,1330000,1295000,1355000,132335,66168,153615,76808
広島,50,1390000,1355000,NA,138305,69152,160545,80272
山口,1,58000,NA,63000,5916,2958,6844,3422
山口,2,68000,63000,73000,6936,3468,8024,4012
山口,3,78000,73000,83000,7956,3978,9204,4602
山口,4,88000,83000,93000,8976,4488,10384,5192
山口,5,98000,93000,101000,9996,4998,11564,5782
山口,6,104000,101000,107000,10608,5304,12272,6136
山口,7,110000,107000,114000,11220,5610,12980,6490
山口,8,118000,114000,122000,12036,6018,13924,6962
山口,9,126000,122000,130000,12852,6426,14868,7434
山口,10,134000,130000,138000,13668,6834,15812,7906
山口,11,142000,138000,146000,14484,7242,16756,8378
山口,12,150000,146000,155000,15300,7650,17700,8850
山口,13,160000,155000,165000,16320,8160,18880,9440
山口,14,170000,165000,175000,17340,8670,20060,10030
山口,15,180000,175000,185000,18360,9180,21240,10620
山口,16,190000,185000,195000,19380,9690,22420,11210
山口,17,200000,195000,210000,20400,10200,23600,11800
山口,18,220000,210000,230000,22440,11220,25960,12980
山口,19,240000,230000,250000,24480,12240,28320,14160
山口,20,260000,250000,270000,26520,13260,30680,15340
山口,21,280000,270000,290000,28560,14280,33040,16520
山口,22,300000,290000,310000,30600,15300,35400,17700
山口,23,320000,310000,330000,32640,16320,37760,18880
山口,24,340000,330000,350000,34680,17340,40120,20060
山口,25,360000,350000,370000,36720,18360,42480,21240
山口,26,380000,370000,395000,38760,19380,44840,22420
山口,27,410000,395000,425000,41820,20910,48380,24190
山口,28,440000,425000,455000,44880,22440,51920,25960
山口,29,470000,455000,485000,47940,23970,55460,27730
山口,30,500000,485000,515000,51000,25500,59000,29500
山口,31,530000,515000,545000,54060,27030,62540,31270
山口,32,560000,545000,575000,57120,28560,66080,33040
山口,33,590000,575000,605000,60180,30090,69620,34810
山口,34,620000,605000,635000,63240,31620,73160,36580
山口,35,650000,635000,665000,66300,33150,76700,38350
山口,36,680000,665000,695000,69360,34680,80240,40120
山口,37,710000,695000,730000,72420,36210,83780,41890
山口,38,750000,730000,770000,76500,38250,88500,44250
山口,39,790000,770000,810000,80580,40290,93220,46610
山口,40,830000,810000,855000,84660,42330,97940,48970
山口,41,880000,855000,905000,89760,44880,103840,51920
山口,42,930000,905000,955000,94860,47430,109740,54870
山口,43,980000,955000,1005000,99960,49980,115640,57820
山口,44,1030000,1005000,1055000,105060,52530,121540,60770
山口,45,1090000,1055000,1115000,111180,55590,128620,64310
山口,46,1150000,1115000,1175000,117300,58650,135700,67850
山口,47,1210000,1175000,1235000,123420,61710,142780,71390
山口,48,1270000,1235000,1295000,129540,64770,149860,74930
山口,49,1330000,1295000,1355000,135660,67830,156940,78470
山口,50,1390000,1355000,NA,141780,70890,164020,82010
徳島,1,58000,NA,63000,5910,2955,6838,3419
徳島,2,68000,63000,73000,6929,3465,8017,4009
徳島,3,78000,73000,83000,7948,3974,9196,4598
徳島,4,88000,83000,93000,8967,4484,10375,5188
徳島,5,98000,93000,101000,9986,4993,11554,5777
徳島,6,104000,101000,107000,10598,5299,12262,6131
徳島,7,110000,107000,114000,11209,5604,12969,6484
徳島,8,118000,114000,122000,12024,6012,13912,6956
徳島,9,126000,122000,130000,12839,6420,14855,7428
徳島,10,134000,130000,138000,13655,6827,15799,7899
徳島,11,142000,138000,146000,14470,7235,16742,8371
徳島,12,150000,146000,155000,15285,7642,17685,8842
徳島,13,160000,155000,165000,16304,8152,18864,9432
徳島,14,170000,165000,175000,17323,8662,20043,10022
徳島,15,180000,175000,185000,18342,9171,21222,10611
徳島,16,190000,185000,195000,19361,9680,22401,11200
徳島,17,200000,195000,210000,20380,10190,23580,11790
徳島,18,220000,210000,230000,22418,11209,25938,12969
徳島,19,240000,230000,250000,24456,12228,28296,14148
徳島,20,260000,250000,270000,26494,13247,30654,15327
徳島,21,280000,270000,290000,28532,14266,33012,16506
徳島,22,300000,290000,310000,30570,15285,35370,17685
徳島,23,320000,310000,330000,32608,16304,37728,18864
徳島,24,340000,330000,350000,34646,17323,40086,20043
徳島,25,360000,350000,370000,36684,18342,42444,21222
徳島,26,380000,370000,395000,38722,19361,44802,22401
徳島,27,410000,395000,425000,41779,20889,48339,24169
徳島,28,440000,425000,455000,44836,22418,51876,25938
徳島,29,470000,455000,485000,47893,23946,55413,27706
徳島,30,500000,485000,515000,50950,25475,58950,29475
徳島,31,530000,515000,545000,54007,27003,62487,31243
徳島,32,560000,545000,575000,57064,28532,66024,33012
徳島,33,590000,575000,605000,60121,30060,69561,34780
徳島,34,620000,605000,635000,63178,31589,73098,36549
徳島,35,650000,635000,665000,66235,33118,76635,38318
徳島,36,680000,665000,695000,69292,34646,80172,40086
徳島,37,710000,695000,730000,72349,36174,83709,41854
徳島,38,750000,730000,770000,76425,38212,88425,44212
徳島,39,790000,770000,810000,80501,40250,93141,46570
徳島,40,830000,810000,855000,84577,42288,97857,48928
徳島,41,880000,855000,905000,89672,44836,103752,51876
徳島,42,930000,905000,955000,94767,47383,109647,54823
徳島,43,980000,955000,1005000,99862,49931,115542,57771
徳島,44,1030000,1005000,1055000,104957,52478,121437,60718
徳島,45,1090000,1055000,1115000,111071,55535,128511,64255
徳島,46,1150000,1115000,1175000,117185,58592,135585,67792
徳島,47,1210000,1175000,1235000,123299,61649,142659,71330
徳島,48,1270000,1235000,1295000,129413,64706,149733,74866
徳島,49,1330000,1295000,1355000,135527,67764,156807,78404
徳島,50,1390000,1355000,NA,141641,70820,163881,81940
香川,1,58000,NA,63000,5991,2996,6919,3460
香川,2,68000,63000,73000,7024,3512,8112,4056
香川,3,78000,73000,83000,8057,4029,9305,4653
香川,4,88000,83000,93000,9090,4545,10498,5249
香川,5,98000,93000,101000,10123,5062,11691,5846
香川,6,104000,101000,107000,10743,5372,12407,6204
香川,7,110000,107000,114000,11363,5682,13123,6562
香川,8,118000,114000,122000,12189,6095,14077,7039
香川,9,126000,122000,130000,13016,6508,15032,7516
香川,10,134000,130000,138000,13842,6921,15986,7993
香川,11,142000,138000,146000,14669,7334,16941,8470
香川,12,150000,146000,155000,15495,7748,17895,8948
香川,13,160000,155000,165000,16528,8264,19088,9544
香川,14,170000,165000,175000,17561,8780,20281,10140
香川,15,180000,175000,185000,18594,9297,21474,10737
香川,16,190000,185000,195000,19627,9814,22667,11334
香川,17,200000,195000,210000,20660,10330,23860,11930
香川,18,220000,210000,230000,22726,11363,26246,13123
香川,19,240000,230000,250000,24792,12396,28632,14316
香川,20,260000,250000,270000,26858,13429,31018,15509
香川,21,280000,270000,290000,28924,14462,33404,16702
香川,22,300000,290000,310000,30990,15495,35790,17895
香川,23,320000,310000,330000,33056,16528,38176,19088
香川,24,340000,330000,350000,35122,17561,40562,20281
香川,25,360000,350000,370000,37188,18594,42948,21474
香川,26,380000,370000,395000,39254,19627,45334,22667
香川,27,410000,395000,425000,42353,21176,48913,24456
香川,28,440000,425000,455000,45452,22726,52492,26246
香川,29,470000,455000,485000,48551,24276,56071,28036
香川,30,500000,485000,515000,51650,25825,59650,29825
香川,31,530000,515000,545000,54749,27374,63229,31614
香川,32,560000,545000,575000,57848,28924,66808,33404
香川,33,590000,575000,605000,60947,30474,70387,35194
香川,34,620000,605000,635000,64046,32023,73966,36983
香川,35,650000,635000,665000,67145,33572,77545,38772
香川,36,680000,665000,695000,70244,35122,81124,40562
香川,37,710000,695000,730000,73343,36672,84703,42352
香川,38,750000,730000,770000,77475,38738,89475,44738
香川,39,790000,770000,810000,81607,40804,94247,47124
香川,40,830000,810000,855000,85739,42870,99019,49510
香川,41,880000,855000,905000,90904,45452,104984,52492
香川,42,930000,905000,955000,96069,48034,110949,55474
香川,43,980000,955000,1005000,101234,50617,116914,58457
香川,44,1030000,1005000,1055000,106399,53200,122879,61440
香川,45,1090000,1055000,1115000,112597,56298,130037,65018
香川,46,1150000,1115000,1175000,118795,59398,137195,68598
香川,47,1210000,1175000,1235000,124993,62496,144353,72176
香川,48,1270000,1235000,1295000,131191,65596,151511,75756
香川,49,1330000,1295000,1355000,137389,68694,158669,79334
香川,50,1390000,1355000,NA,143587,71794,165827,82914
愛媛,1,58000,NA,63000,5817,2909,6745,3373
愛媛,2,68000,63000,73000,6820,3410,7908,3954
愛媛,3,78000,73000,83000,7823,3912,9071,4536
愛媛,4,88000,83000,93000,8826,4413,10234,5117
愛媛,5,98000,93000,101000,9829,4915,11397,5699
愛媛,6,104000,101000,107000,10431,5216,12095,6048
愛媛,7,110000,107000,114000,11033,5516,12793,6396
愛媛,8,118000,114000,122000,11835,5918,13723,6862
愛媛,9,126000,122000,130000,12638,6319,14654,7327
愛媛,10,134000,130000,138000,13440,6720,15584,7792
愛媛,11,142000,138000,146000,14243,7121,16515,8257
愛媛,12,150000,146000,155000,15045,7522,17445,8722
愛媛,13,160000,155000,165000,16048,8024,18608,9304
愛媛,14,170000,165000,175000,17051,8526,19771,9886
愛媛,15,180000,175000,185000,18054,9027,20934,10467
愛媛,16,190000,185000,195000,19057,9528,22097,11048
愛媛,17,200000,195000,210000,20060,10030,23260,11630
愛媛,18,220000,210000,230000,22066,11033,25586,12793
愛媛,19,240000,230000,250000,24072,12036,27912,13956
愛媛,20,260000,250000,270000,26078,13039,30238,15119
愛媛,21,280000,270000,290000,28084,14042,32564,16282
愛媛,22,300000,290000,310000,30090,15045,34890,17445
愛媛,23,320000,310000,330000,32096,16048,37216,18608
愛媛,24,340000,330000,350000,34102,17051,39542,19771
愛媛,25,360000,350000,370000,36108,18054,41868,20934
愛媛,26,380000,370000,395000,38114,19057,44194,22097
愛媛,27,410000,395000,425000,41123,20562,47683,23842
愛媛,28,440000,425000,455000,44132,22066,51172,25586
愛媛,29,470000,455000,485000,47141,23570,54661,27330
愛媛,30,500000,485000,515000,50150,25075,58150,29075
愛媛,31,530000,515000,545000,53159,26580,61639,30820
愛媛,32,560000,545000,575000,56168,28084,65128,32564
愛媛,33,590000,575000,605000,59177,29588,68617,34308
愛媛,34,620000,605000,635000,62186,31093,72106,36053
愛媛,35,650000,635000,665000,65195,32598,75595,37798
愛媛,36,680000,665000,695000,68204,34102,79084,39542
愛媛,37,710000,695000,730000,71213,35606,82573,41286
愛媛,38,750000,730000,770000,75225,37612,87225,43612
愛媛,39,790000,770000,810000,79237,39618,91877,45938
愛媛,40,830000,810000,855000,83249,41624,96529,48264
愛媛,41,880000,855000,905000,88264,44132,102344,51172
愛媛,42,930000,905000,955000,93279,46640,108159,54080
愛媛,43,980000,955000,1005000,98294,49147,113974,56987
愛媛,44,1030000,1005000,1055000,103309,51654,119789,59894
愛媛,45,1090000,1055000,1115000,109327,54664,126767,63384
愛媛,46,1150000,1115000,1175000,115345,57672,133745,66872
愛媛,47,1210000,1175000,1235000,121363,60682,140723,70362
愛媛,48,1270000,1235000,1295000,127381,63690,147701,73850
愛媛,49,1330000,1295000,1355000,133399,66700,154679,77340
愛媛,50,1390000,1355000,NA,139417,69708,161657,80828
高知,1,58000,NA,63000,5736,2868,6664,3332
高知,2,68000,63000,73000,6725,3363,7813,3907
高知,3,78000,73000,83000,7714,3857,8962,4481
高知,4,88000,83000,93000,8703,4352,10111,5056
高知,5,98000,93000,101000,9692,4846,11260,5630
高知,6,104000,101000,107000,10286,5143,11950,5975
高知,7,110000,107000,114000,10879,5440,12639,6320
高知,8,118000,114000,122000,11670,5835,13558,6779
高知,9,126000,122000,130000,12461,6231,14477,7239
高知,10,134000,130000,138000,13253,6626,15397,7698
高知,11,142000,138000,146000,14044,7022,16316,8158
高知,12,150000,146000,155000,14835,7418,17235,8618
高知,13,160000,155000,165000,15824,7912,18384,9192
高知,14,170000,165000,175000,16813,8406,19533,9766
高知,15,180000,175000,185000,17802,8901,20682,10341
高知,16,190000,185000,195000,18791,9396,21831,10916
高知,17,200000,195000,210000,19780,9890,22980,11490
高知,18,220000,210000,230000,21758,10879,25278,12639
高知,19,240000,230000,250000,23736,11868,27576,13788
高知,20,260000,250000,270000,25714,12857,29874,14937
高知,21,280000,270000,290000,27692,13846,32172,16086
高知,22,300000,290000,310000,29670,14835,34470,17235
高知,23,320000,310000,330000,31648,15824,36768,18384
高知,24,340000,330000,350000,33626,16813,39066,19533
高知,25,360000,350000,370000,35604,17802,41364,20682
高知,26,380000,370000,395000,37582,18791,43662,21831
高知,27,410000,395000,425000,40549,20274,47109,23554
高知,28,440000,425000,455000,43516,21758,50556,25278
高知,29,470000,455000,485000,46483,23242,54003,27002
高知,30,500000,485000,515000,49450,24725,57450,28725
高知,31,530000,515000,545000,52417,26208,60897,30448
高知,32,560000,545000,575000,55384,27692,64344,32172
高知,33,590000,575000,605000,58351,29176,67791,33896
高知,34,620000,605000,635000,61318,30659,71238,35619
高知,35,650000,635000,665000,64285,32142,74685,37342
高知,36,680000,665000,695000,67252,33626,78132,39066
高知,37,710000,695000,730000,70219,35110,81579,40790
高知,38,750000,730000,770000,74175,37088,86175,43088
高知,39,790000,770000,810000,78131,39066,90771,45386
高知,40,830000,810000,855000,82087,41044,95367,47684
高知,41,880000,855000,905000,87032,43516,101112,50556
高知,42,930000,905000,955000,91977,45988,106857,53428
高知,43,980000,955000,1005000,96922,48461,112602,56301
高知,44,1030000,1005000,1055000,101867,50934,118347,59174
高知,45,1090000,1055000,1115000,107801,53900,125241,62620
高知,46,1150000,1115000,1175000,113735,56868,132135,66068
高知,47,1210000,1175000,1235000,119669,59834,139029,69514
高知,48,1270000,1235000,1295000,125603,62802,145923,72962
高知,49,1330000,1295000,1355000,131537,65768,152817,76408
高知,50,1390000,1355000,NA,137471,68736,159711,79856
福岡,1,58000,NA,63000,6003,3002,6931,3466
福岡,2,68000,63000,73000,7038,3519,8126,4063
福岡,3,78000,73000,83000,8073,4036,9321,4660
福岡,4,88000,83000,93000,9108,4554,10516,5258
福岡,5,98000,93000,101000,10143,5072,11711,5856
福岡,6,104000,101000,107000,10764,5382,12428,6214
福岡,7,110000,107000,114000,11385,5692,13145,6572
福岡,8,118000,114000,122000,12213,6106,14101,7050
福岡,9,126000,122000,130000,13041,6520,15057,7528
福岡,10,134000,130000,138000,13869,6934,16013,8006
福岡,11,142000,138000,146000,14697,7348,16969,8484
福岡,12,150000,146000,155000,15525,7762,17925,8962
福岡,13,160000,155000,165000,16560,8280,19120,9560
福岡,14,170000,165000,175000,17595,8798,20315,10158
福岡,15,180000,175000,185000,18630,9315,21510,10755
福岡,16,190000,185000,195000,19665,9832,22705,11352
福岡,17,200000,195000,210000,20700,10350,23900,11950
福岡,18,220000,210000,230000,22770,11385,26290,13145
福岡,19,240000,230000,250000,24840,12420,28680,14340
福岡,20,260000,250000,270000,26910,13455,31070,15535
福岡,21,280000,270000,290000,28980,14490,33460,16730
福岡,22,300000,290000,310000,31050,15525,35850,17925
福岡,23,320000,310000,330000,33120,16560,38240,19120
福岡,24,340000,330000,350000,35190,17595,40630,20315
福岡,25,360000,350000,370000,37260,18630,43020,21510
福岡,26,380000,370000,395000,39330,19665,45410,22705
福岡,27,410000,395000,425000,42435,21218,48995,24498
福岡,28,440000,425000,455000,45540,22770,52580,26290
福岡,29,470000,455000,485000,48645,24322,56165,28082
福岡,30,500000,485000,515000,51750,25875,59750,29875
福岡,31,530000,515000,545000,54855,27428,63335,31668
福岡,32,560000,545000,575000,57960,28980,66920,33460
福岡,33,590000,575000,605000,61065,30532,70505,35252
福岡,34,620000,605000,635000,64170,32085,74090,37045
福岡,35,650000,635000,665000,67275,33638,77675,38838
福岡,36,680000,665000,695000,70380,35190,81260,40630
福岡,37,710000,695000,730000,73485,36742,84845,42422
福岡,38,750000,730000,770000,77625,38812,89625,44812
福岡,39,790000,770000,810000,81765,40882,94405,47202
福岡,40,830000,810000,855000,85905,42952,99185,49592
福岡,41,880000,855000,905000,91080,45540,105160,52580
福岡,42,930000,905000,955000,96255,48128,111135,55568
福岡,43,980000,955000,1005000,101430,50715,117110,58555
福岡,44,1030000,1005000,1055000,106605,53302,123085,61542
福岡,45,1090000,1055000,1115000,112815,56408,130255,65128
福岡,46,1150000,1115000,1175000,119025,59512,137425,68712
福岡,47,1210000,1175000,1235000,125235,62618,144595,72298
福岡,48,1270000,1235000,1295000,131445,65722,151765,75882
福岡,49,1330000,1295000,1355000,137655,68828,158935,79468
福岡,50,1390000,1355000,NA,143865,71932,166105,83052
佐賀,1,58000,NA,63000,6044,3022,6972,3486
佐賀,2,68000,63000,73000,7086,3543,8174,4087
佐賀,3,78000,73000,83000,8128,4064,9376,4688
佐賀,4,88000,83000,93000,9170,4585,10578,5289
佐賀,5,98000,93000,101000,10212,5106,11780,5890
佐賀,6,104000,101000,107000,10837,5418,12501,6250
佐賀,7,110000,107000,114000,11462,5731,13222,6611
佐賀,8,118000,114000,122000,12296,6148,14184,7092
佐賀,9,126000,122000,130000,13129,6565,15145,7573
佐賀,10,134000,130000,138000,13963,6981,16107,8053
佐賀,11,142000,138000,146000,14796,7398,17068,8534
佐賀,12,150000,146000,155000,15630,7815,18030,9015
佐賀,13,160000,155000,165000,16672,8336,19232,9616
佐賀,14,170000,165000,175000,17714,8857,20434,10217
佐賀,15,180000,175000,185000,18756,9378,21636,10818
佐賀,16,190000,185000,195000,19798,9899,22838,11419
佐賀,17,200000,195000,210000,20840,10420,24040,12020
佐賀,18,220000,210000,230000,22924,11462,26444,13222
佐賀,19,240000,230000,250000,25008,12504,28848,14424
佐賀,20,260000,250000,270000,27092,13546,31252,15626
佐賀,21,280000,270000,290000,29176,14588,33656,16828
佐賀,22,300000,290000,310000,31260,15630,36060,18030
佐賀,23,320000,310000,330000,33344,16672,38464,19232
佐賀,24,340000,330000,350000,35428,17714,40868,20434
